,Afghanistan,Albania,UAE,Armenia,antiguaAndBarbuda,Austria,Azerbaijan,Burundi,Belgium,Benin,burkinaFaso,Bangladesh,Bulgaria,Bahrain,Bahamas,bosniaAndHerzegovina,Belarus,Belize,Bolivia,Brazil,Barbados,Botswana,centralAfricanRepublic,Canada,Switzerland,Chile,China,Cote,DRC,Congo,Colombia,Comoros,caboVerde,costaRica,Cyprus,czechRepublic,Germany,Djibouti,Dominica,Denmark,dominicanRepublic,Algeria,Ecuador,Egypt,Spain,Estonia,Finland,Fiji,France,Gabon,UK,Georgia,Ghana,Guinea,Gambia,equatorialGuinea,Greece,Grenada,Guatemala,Guyana,hongKong,Honduras,Croatia,Haiti,Hungary,Indonesia,India,Ireland,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyzstan,Cambodia,Kiribati,stKittsAndNevis,Korea,Lao,Lebanon,Liberia,Libya,stLucia,Lesotho,Lithuania,Luxembourg,Latvia,Morocco,Moldova,Madagascar,Maldives,Mexico,northMacedonia,Malta,Montenegro,Mongolia,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,Namibia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Oman,Pakistan,Panama,Peru,Philippines,Poland,Portugal,Paraguay,westBank,Qatar,Romania,Russia,Rwanda,saudiArabia,Senegal,Singapore,solomonIslands,sierraLeone,elSalvador,sanMarino,Serbia,saoTome,Suriname,Slovakia,Slovenia,Sweden,Eswatini,Seychelles,Chad,Togo,Thailand,Tajikistan,Tonga,trinidadAndTobago,Tunisia,Turkey,Taiwan,Uganda,Uruguay,US,stVincent,Vietnam,Samoa,Kosovo,Yemen,southAfrica,Zambia
2002-09,NA,5.199643,NA,-0.355733,2.145772,1.784558,3.21917,-0.385842,1.243092,1.534896,3.087063,3.873775,3.901149,1.139142,2.548529,NA,40.88653,2.901215,1.052963,7.968867,-0.858588,10.29666,1.475675,2.439024,0.6156,2.193038,-0.472755,2.570204,1.341579,10.61002,5.91692,-0.534895,-0.242541,9.151761,3.426129,1.135497,1.09356,0.684132,0.638088,2.427809,5.856239,0.311525,10.79953,3.031536,2.784095,2.612881,0.961658,0.320326,1.838235,-0.707989,1.036532,5.554455,12.9841,NA,11.04444,7.106344,3.534392,2.210496,7.095572,5.96201,-3.559983,7.127436,1.011085,8.209487,4.6832,10.49302,5.520216,4.553342,3.064765,6.363636,2.420912,5.919559,2.013264,-0.736697,6.289308,1.910786,3.380887,2.18838,NA,2.350083,2.982822,14.678,NA,8.785871,-7.94375,-0.69739,10.79836,-1.568303,2.019942,1.005763,1.968909,4.209939,17.04253,0.697969,4.885526,-0.237492,1.645787,NA,2.612712,NA,6.47224,6.266149,14.64588,2.016911,NA,0.639526,9.840609,4.050104,3.055239,1.412067,3.277541,-0.318563,3.736533,0.611777,0.731573,2.61468,1.074343,3.696437,14.00742,7.400032,NA,19.41147,14.91782,3.118122,0.725667,2.109631,-0.423432,15.32116,NA,1.449236,NA,13.20588,10.28301,28.36734,2.896891,7.174224,1.697822,12.26658,-0.814787,9.122907,1.46883,0.407739,15.47304,8.45123,4.629746,1.995109,36.81886,-0.545877,1.293455,23.30061,1.516002,2.07595,4.017699,10.57889,NA,5.568289,11.22986,23.73688
2002-10,NA,5.611621,NA,0.16054,3.137344,1.680452,3.219937,0.16369,1.308807,1.68609,0.94991,3.845763,3.066486,1.11977,2.602287,NA,39.00316,3.074208,1.557749,8.463074,0.020281,9.866896,0.183064,3.261978,1.161247,3.004348,-0.652775,2.97114,1.813639,9.590481,6.291605,2.229079,0.587085,9.912075,2.477128,0.722381,1.215067,0.869586,-0.018492,2.559242,8.407958,-0.525381,10.32091,2.9523,3.754938,3.112966,1.454116,-0.47264,1.835985,-0.755842,1.370076,4.969734,13.21649,NA,12.62774,6.12254,3.701071,2.365404,6.621751,6.551954,-3.604424,7.533056,1.68467,7.971453,4.865066,10.20985,5.020457,4.665518,2.933995,7.003891,2.725215,5.69627,1.478093,-0.900515,6.25,1.985463,2.550685,2.43928,NA,2.154588,2.818682,14.41709,NA,8.450849,-9.141906,0.207143,10.34529,-1.211651,2.216758,1.512499,2.150102,4.018742,16.0337,2.308038,4.846462,0.699722,2.481267,NA,2.321235,NA,6.903938,6.960157,12.24321,2.020075,NA,1.783651,5.183266,3.937605,2.951152,1.668806,3.112419,-0.433374,3.482122,1.639837,1.344851,2.566462,0.96075,3.924987,13.92195,7.612247,NA,18.55571,15.09636,4.033978,0.590868,-0.484831,-0.20031,16.12702,NA,2.492657,NA,12.23613,10.37476,27.91582,2.903523,7.143431,2.329772,12.72002,0.457803,9.679906,2.686224,1.483783,15.3623,10.15941,4.129786,2.170269,33.20619,-1.00578,4.104607,24.285,2.027027,0.865844,4.634689,7.050761,NA,5.87047,13.0407,23.433
2002-11,NA,3.689345,NA,1.003695,2.479232,1.847319,3.607727,3.294572,1.112779,2.924807,1.086655,4.111617,2.968873,1.135135,2.032262,NA,37.89508,3.250637,2.272589,10.91962,0.748915,10.76489,7.37279,4.312115,0.877719,2.935509,-0.583559,3.456741,-0.152055,12.26438,6.948733,3.206939,2.302074,10.00253,2.764532,0.524072,1.094891,1.086803,0.393729,2.841202,9.308721,-0.708722,9.105715,3.604413,3.979736,3.029514,1.587738,-0.146398,2.205882,-0.595796,1.560534,5.144867,13.95667,NA,14.51115,5.701388,3.639787,2.320054,6.34607,6.210768,-3.684797,7.685398,1.678059,9.283659,4.717446,10.15318,4.404153,4.857307,2.375714,6.623377,2.718983,6.930072,1.09359,-0.387367,6.501548,2.854596,2.655261,3.361779,NA,1.457737,3.444517,14.00539,NA,11.81555,-9.349515,-1.462183,9.897767,-1.12466,2.174099,1.563759,2.9348,4.254898,14.36979,1.558696,5.25577,0.24387,0.507252,NA,1.733931,NA,8.002758,6.401493,12.06,1.537518,NA,1.985515,11.57881,3.234492,2.788849,2.056555,2.497981,-0.022325,3.134889,2.145861,1.440401,2.416281,0.794124,4.015948,14.59921,6.256002,NA,18.41073,15.42828,5.629186,0.845368,1.152893,0.233968,16.35881,NA,1.374395,NA,13.4614,9.81304,28.47517,2.946227,6.681477,2.04508,12.40612,2.519702,14.29079,1.480706,1.332177,14.06292,9.431571,4.372133,1.68759,31.38411,-0.545117,5.724936,24.82745,2.253521,0.775424,4.655977,6.250136,NA,4.610174,12.99488,24.8785
2002-12,NA,1.797527,NA,1.84037,2.539487,1.812227,3.246047,3.489426,1.405174,1.474448,3.840107,3.998267,3.627118,1.153211,1.928976,NA,35.5159,3.387163,2.419491,12.50672,0.963168,10.77629,8.847387,3.889458,0.867691,2.865933,-0.408924,4.27571,-1.678392,17.99931,6.831611,-1.212151,2.990729,9.657311,2.906374,0.614508,1.092233,1.490541,0.405798,2.573587,11.15826,-1.351175,8.660788,2.974968,3.986723,2.65107,1.564172,1.497019,2.200489,0.26639,1.663416,5.388326,15.22973,NA,12.91243,6.117136,3.429168,2.330971,6.375842,6.132304,-1.544093,8.05838,1.644539,10.79726,4.719846,9.785433,4.225342,5.103151,1.904476,6.355383,2.834896,7.219212,0.12489,-0.292629,6.748466,4.392631,2.062088,3.979425,NA,1.579844,3.775364,15.1724,NA,11.06624,-7.403279,-0.631318,9.035157,-1.075631,2.277177,1.483603,1.440223,4.625025,13.42875,0.090555,5.634127,-0.067715,0.33575,NA,1.460816,NA,8.437542,5.548151,11.46364,1.568887,12.82491,0.662852,11.69488,3.926343,2.786222,2.824134,2.861813,0.000166,3.433997,2.740758,1.517666,2.485958,0.63372,3.967389,14.40078,6.641217,NA,17.59162,15.34908,6.559316,0.711735,1.567874,0.436937,16.18031,NA,2.781864,NA,13.12813,9.455554,27.97008,3.278245,7.248822,2.040262,11.26361,2.064655,13.26691,1.51622,1.721134,14.85086,11.61507,4.380125,1.685753,29.29212,0.199133,5.918225,26.07834,2.480271,2.548436,4.000394,6.00659,NA,4.173078,12.5349,26.33745
2003-01,NA,0.101294,NA,3.604268,1.109431,1.833064,2.85726,9.6852,1.232247,2.714958,3.750449,2.994649,1.842107,1.130929,3.026479,NA,33.48554,3.520343,2.771166,14.44076,0.800936,10.69173,7.288229,4.383282,0.915505,3.064546,0.44581,3.177398,-0.873658,14.2033,7.260072,1.164625,3.489371,9.17451,4.245924,-0.459634,1.210654,2.375291,0.662303,2.563365,13.79079,-1.826727,10.03951,2.994176,3.821576,2.64115,1.356936,2.851094,2.068127,-0.460711,1.292674,5.524521,16.19021,NA,11.50558,5.255259,3.057545,2.499076,6.196756,7.234712,-1.673153,8.600069,1.352143,12.48361,4.704197,8.671013,4.369898,4.919134,1.486146,5.512821,2.992639,6.413451,0.488326,-0.407394,6.68693,6.298027,2.26981,1.445388,NA,1.727262,3.82915,15.48884,NA,12.81269,-3.865575,2.072574,8.707194,-1.761699,2.358577,1.49605,0.698708,5.18685,12.1425,-2.71071,5.205158,0.313543,-1.093184,NA,1.500369,NA,8.201657,5.033588,11.32567,1.636188,12.88806,-0.031335,10.22227,4.639631,2.394957,5.134788,3.240745,-0.024949,3.362929,1.793764,2.237186,2.812171,0.412662,4.023157,17.97116,6.099835,NA,16.64764,14.56218,6.01646,0.541608,1.747961,0.681079,15.58357,NA,2.749036,NA,13.26204,9.82489,29.67854,7.276524,6.717902,2.700767,10.60215,0.423024,8.502659,-0.231406,2.36107,17.23608,9.739629,2.454089,1.345745,27.03439,0.081339,7.051418,27.21828,2.757456,-0.73472,3.830346,3.324785,NA,11.30464,12.53475,23.93265
2003-02,NA,1.184104,NA,2.96018,3.529721,1.706347,2.545952,8.621424,1.735659,3.098786,2.228851,3.838855,0.429256,1.132241,3.242423,NA,31.48918,3.625229,2.42884,15.81566,0.441924,11.62354,9.001054,4.573171,1.003605,3.931293,0.137342,3.893602,-1.370966,12.49753,7.291644,-1.899077,4.404226,9.563514,4.329617,-0.269688,1.086957,2.229542,0.636948,2.754618,17.70361,-0.698188,9.987447,3.049387,3.978563,2.428736,1.912076,4.09056,2.554745,1.549546,1.554562,3.962167,29.23978,NA,13.30764,9.673726,4.331409,2.85129,5.997808,4.764962,-1.985147,8.896971,1.584365,18.82196,4.550869,7.454193,4.976434,5.105553,1.520701,5.095541,2.701588,5.773566,1.597274,-0.218172,6.969697,7.284671,2.256173,1.878825,NA,2.14856,3.936071,15.77172,NA,10.95281,-3.744726,2.382541,7.550678,-1.800339,2.401481,2.166574,0.465647,7.382903,10.53508,-2.71043,5.584128,-0.245291,-0.285691,NA,1.92448,NA,8.23069,4.152684,11.02881,1.651476,11.19075,0.457324,7.271893,5.342185,2.473014,5.006418,4.283711,-0.284374,3.581653,5.142884,2.784887,3.295379,0.436528,4.151479,20.09553,5.5696,NA,16.20286,14.93691,6.150772,0.268014,0.657631,0.584468,13.83232,NA,2.725452,NA,11.9201,8.99925,30.06656,7.49836,6.303232,3.3398,10.22912,0.846645,12.90249,0.373511,2.127361,17.69167,10.29332,3.363722,1.224192,27.65426,-0.464468,7.708916,28.03585,3.146067,-0.97974,3.886935,0.502733,NA,14.50521,11.03167,23.0528
2003-03,NA,1.419983,NA,3.199252,2.239587,1.954883,1.98478,10.46597,1.733781,3.223278,1.891022,3.865573,0.198219,1.201742,3.345881,NA,30.41776,3.181604,2.845703,16.5469,1.647153,10.64996,9.477641,4.251012,1.360174,4.595227,0.871333,4.030886,-2.17359,14.82713,7.662444,-5.885743,3.242327,9.509825,6.01768,-0.39701,1.204819,2.317458,0.389074,2.865903,18.23238,-0.991582,9.427058,4.231581,3.784112,2.482941,1.570638,3.310104,2.55164,1.331901,1.530825,3.714216,29.82452,NA,14.74199,9.629812,4.068228,2.933483,5.799342,6.296903,-2.160779,8.707282,2.063204,23.50526,4.779164,7.278859,4.840736,4.8814,2.182177,4.810127,2.80407,6.10559,2.051306,-0.126392,7.250755,9.943655,3.16101,2.389158,NA,2.106607,4.54073,17.69357,NA,10.18754,-2.112141,1.481707,6.525418,-1.032435,2.621429,2.281403,-1.1783,7.487628,2.923576,-1.638954,5.66231,-0.712874,0.398873,NA,5.118205,NA,7.9392,3.537751,10.49092,0.67707,10.49995,0.04669,6.235922,5.228849,2.513087,3.713188,4.977525,-0.120042,2.300077,1.841862,3.354158,3.049407,0.553898,3.717164,20.15807,6.78837,NA,17.34307,14.70705,6.242777,0.408483,0.080775,0.765544,13.53916,NA,2.436591,NA,11.06167,10.11708,34.65366,7.947877,6.298481,2.905822,9.347721,0.903212,1.769648,-0.817229,1.821483,19.97516,11.65036,4.243137,1.390047,29.76895,0.27972,8.586647,28.49328,3.02521,-1.785552,4.051513,-0.744548,NA,10.52119,10.55076,22.74469
2003-04,NA,2.313155,NA,2.575339,1.711623,1.403408,1.195213,10.81836,1.466089,2.190617,1.243025,3.894348,0.431251,1.142269,3.562708,NA,28.89564,2.698817,3.247374,16.74223,1.67678,11.15851,9.866455,2.81407,0.593911,4.06092,1.002335,4.507506,-5.001967,17.52704,7.990846,6.342125,2.518953,10.30284,5.550246,-0.194706,0.722022,1.830115,-0.533678,2.327043,18.20145,0.68884,9.197858,4.182221,3.042645,1.282978,1.087387,3.709744,2.060606,3.114155,1.453534,2.271563,29.93714,NA,17.04476,9.209835,3.409082,3.087647,5.655333,7.111708,-1.74696,8.437183,1.55905,25.82384,3.939789,7.595946,6.030853,4.277188,2.302827,3.015075,2.668008,7.147034,1.023009,-0.072535,6.927711,11.34927,3.815966,1.447438,NA,2.086245,3.763668,17.64135,NA,9.785304,-3.423994,0.46799,6.12528,-0.970942,2.161853,2.613259,-0.367124,7.126968,-5.472716,-0.186852,5.265544,-0.006656,0.113505,NA,7.054127,NA,7.537882,3.385249,9.854467,1.006997,9.632744,-0.604158,8.693714,4.307602,2.098539,2.941176,8.016638,0.031937,2.232338,1.171845,2.618779,3.299936,0.210166,3.696589,21.07861,5.633663,NA,16.36119,14.3893,7.429879,0.29324,-0.518004,0.863147,15.822,NA,1.939813,NA,11.27985,8.90538,35.39821,7.761926,5.292155,2.153005,9.006558,0.98742,-0.176241,-1.854773,1.495782,18.19326,11.22097,4.731824,1.468362,29.7381,0.19802,10.90919,27.66974,2.175125,-1.604224,4.039688,3.326502,NA,7.500655,9.030402,24.30106
2003-05,NA,3.014727,NA,2.138936,1.218982,1.022681,1.187118,9.476298,1.047721,2.595682,2.8355,4.007088,1.549505,1.158086,3.541778,NA,28.17123,2.238054,3.095534,17.17403,2.567025,11.62516,6.066093,2.716298,0.354917,3.54641,0.532858,5.046615,-6.318517,16.92609,7.851021,13.31636,1.334822,10.17838,5.117427,-0.088759,0.722892,2.491142,-0.217766,2.238041,19.94024,3.115213,8.842955,4.166895,2.556123,0.697265,0.895612,4.549001,1.818182,3.007052,1.28254,2.3407,29.84709,NA,17.72037,8.354578,3.843754,3.4217,5.530059,6.732155,-2.473223,8.09846,1.417631,28.16092,3.686422,7.298131,5.413904,3.584852,2.135613,1.496259,2.656713,8.562579,2.619571,-0.18316,5.970149,14.51204,4.149739,1.878649,NA,0.703509,3.149198,18.10275,NA,8.9243,-0.538373,1.133989,5.644719,-0.795195,1.905665,2.408047,-1.302029,6.072544,-7.98204,-0.652386,4.774511,0.244456,0.631345,NA,9.031748,NA,6.832491,3.939512,9.039505,0.992539,8.211613,-2.536841,9.291904,4.625823,1.999192,2.038217,7.721634,0.306948,2.592909,1.811857,2.429394,3.368132,0.437098,3.569278,19.58835,5.190058,NA,14.7721,13.45639,7.650691,0.50249,-0.934573,-0.087505,15.12923,NA,1.843238,NA,11.08385,9.091319,33.1293,7.704482,5.447166,1.809193,8.639389,1.226027,-1.308771,-1.147326,1.830099,17.54794,12.08474,4.767161,1.895527,30.60753,-0.105189,10.34201,26.59195,1.89415,-0.17376,3.675431,0.924904,0.168029,8.373874,8.458105,23.84826
2003-06,NA,2.694722,NA,3.978528,1.119549,0.994959,1.833341,12.23284,1.643862,0.345217,3.255262,4.416348,1.065487,1.102249,3.340994,NA,28.33774,2.19341,3.16615,16.48709,2.554275,12.09833,6.648372,2.710843,0.508456,3.607823,0.215235,4.317685,-3.698369,15.56682,7.255925,8.860422,1.689856,10.17669,3.963198,0.346637,0.963855,1.92599,0.290216,2.250189,25.74174,4.723773,8.003611,4.194553,2.625089,0.303745,1.040051,4.341916,1.937046,2.570761,1.128738,4.849629,29.54286,NA,18.97283,9.408806,3.850263,1.84318,5.229874,5.684378,-3.185783,7.280673,1.568946,30.15086,4.305651,7.178572,4.589418,3.573598,1.788866,-0.246609,2.66916,10.48,2.387249,-0.402294,5.952381,13.80378,2.146372,1.600447,NA,2.500781,2.988065,16.48365,NA,14.36488,-1.801414,1.066479,6.421088,-0.404959,1.771685,3.801266,0.186124,11.20209,-8.311364,-1.062781,4.360457,0.322708,0.626266,NA,7.161223,NA,6.075282,4.414138,8.376138,0.707139,7.932314,-2.574134,14.1724,5.70112,1.867279,1.78117,6.696138,0.615883,1.893836,1.163536,2.133409,3.887602,0.700161,3.260657,15.65938,4.674235,NA,14.31595,13.79006,7.819272,0.96396,-0.40574,-0.325029,10.98944,NA,1.549851,NA,11.93368,9.392052,28.70084,8.459115,5.948021,1.707382,7.74105,1.114131,1.255423,-0.443277,1.519369,16.92764,12.41326,4.280367,2.406063,29.61197,-0.245528,10.12476,24.63881,1.948775,1.08794,3.243031,0.33137,0.35872,6.841727,7.332485,21.75394
2003-07,NA,2.879178,NA,3.670256,1.864434,1.178205,1.318307,13.77806,1.442594,-1.35456,0.93601,6.769738,1.868329,1.091099,3.406064,NA,28.1737,2.1474,3.358282,15.47398,2.177303,8.66095,4.508446,2.19342,0.331314,2.999093,0.331794,4.23127,-0.601251,15.11908,7.03206,4.322636,1.789614,9.471124,3.505627,0.053526,0.721154,1.782918,2.94381,1.861439,29.77678,2.774011,7.933125,4.789125,2.886539,0.792538,0.262225,3.839843,1.932367,2.280725,1.275859,4.67379,28.91702,NA,20.16908,7.528455,3.524787,1.833478,4.668895,5.787064,-3.995864,6.769282,2.104439,32.62035,4.678795,6.575662,4.532114,3.316149,1.65423,-1.597052,2.500798,10.49126,2.241478,-0.220038,5.014749,11.07775,1.321137,0.927538,NA,2.379488,3.147616,14.92685,NA,13.0159,-1.162414,0.886264,6.846835,-0.893503,1.632696,3.771117,1.508863,14.22416,-5.630547,-1.131808,4.144342,1.766604,0.187377,NA,6.566107,NA,5.312635,4.247552,8.547268,0.80176,6.921771,-2.811406,12.7857,5.328262,2.088748,1.520913,6.254989,0.000136,1.336718,1.467209,1.986823,3.645711,0.695942,2.81476,12.0156,2.776237,NA,14.96446,13.81923,8.484279,1.169091,-0.222827,0.267905,9.786573,NA,0.991385,NA,7.368077,9.944878,22.60943,8.709271,5.853324,1.651882,7.102174,5.332968,-0.057419,-0.370351,1.647765,15.14125,10.55339,4.88134,2.610046,27.24805,-0.641399,10.87198,19.47667,2.055556,0.938402,2.97969,1.664622,-0.174472,9.398061,5.193678,20.23366
2003-08,NA,2.730491,NA,4.352237,2.372323,1.102244,1.649134,12.23009,1.732753,0.271595,-0.830962,6.511518,3.465757,1.088654,2.690454,NA,26.54218,2.139497,3.84083,15.16594,1.890018,7.958706,2.608436,2.085402,0.567972,2.769611,0.754084,4.632154,-1.989617,14.87198,7.253604,4.02142,1.126178,8.604569,2.906757,-0.058362,0.961538,1.592515,2.836691,1.777738,32.72763,3.923086,7.070938,4.813894,3.089307,1.228295,0.467123,4.299281,1.807229,1.613687,1.367471,4.946719,27.66402,NA,21.0713,6.560454,3.330381,2.070671,4.947616,5.446171,-3.879683,6.989142,2.38796,31.73278,4.695322,6.670254,3.298638,3.217796,2.039537,-1.107011,2.728719,11.76161,2.923394,-0.329661,5.934718,8.534385,1.149152,0.521586,NA,2.55316,2.946448,15.05501,NA,14.30637,-3.453513,0.630836,6.927774,-1.047949,1.94398,3.338819,2.497945,15.26469,-4.218553,-0.565988,4.034413,1.84384,-0.246377,NA,4.202338,NA,2.768098,3.654813,8.78547,0.914604,6.300194,-2.643766,12.29895,5.193987,2.046392,2.027883,5.253017,0.137478,1.733293,1.152671,1.90358,3.328111,0.699532,2.783454,9.381284,2.167788,NA,14.17472,13.29942,8.509245,0.730897,-0.153235,0.456554,9.556528,NA,1.716185,NA,7.730924,10.48314,18.18904,9.194228,5.388546,1.578712,5.934677,5.597653,-4.307223,-0.988904,2.158576,14.15129,11.35637,3.468928,3.289193,24.58939,-0.734009,10.19278,14.129,2.216066,-0.476802,2.771283,-2.800848,-0.420542,10.61983,4.79991,20.373
2003-09,NA,2.626392,NA,7.483442,2.617242,1.25823,2.27256,8.467212,1.816827,1.033373,1.757077,6.856537,3.680245,1.110229,2.637873,NA,27.69708,2.211092,3.680171,15.1611,2.247221,7.332567,0.621485,2.18254,0.59162,2.122325,1.145872,3.179418,3.253548,13.8303,7.059385,6.681134,0.181895,8.347138,3.634098,0.087376,0.961538,1.786157,2.575277,1.862497,33.48355,4.811713,7.120391,4.632651,3.006744,1.32949,0.743617,4.665031,2.045728,1.895491,1.479668,5.117804,26.81382,NA,17.92511,5.459266,3.344411,1.220182,5.715323,6.212567,-3.155043,7.28099,1.987084,33.38904,4.691071,6.30317,3.264889,2.842466,2.246919,-1.953602,2.869981,12.83098,2.146447,-0.235176,5.91716,8.134446,0.783053,0.478314,NA,2.45079,3.268518,14.76366,NA,9.978521,-3.607701,0.419704,6.712966,-0.961146,2.13408,3.05954,3.338461,16.09382,-3.86449,0.488879,4.00104,1.698433,0.644463,NA,4.491915,NA,2.615608,3.923437,8.646543,0.889324,5.330536,-2.417107,18.20103,5.004805,1.965208,1.898734,5.152258,0.69323,2.196483,1.228148,2.036967,3.571607,0.888413,2.985596,8.249288,3.08064,NA,15.83739,13.28431,8.512537,0.883664,0.167102,0.688345,5.626803,NA,2.148986,NA,7.749856,10.34376,13.29499,9.541328,4.95552,1.527704,5.722352,5.265249,-7.002358,-0.677757,1.717792,12.28744,13.79874,2.7614,3.762333,22.76881,-0.595586,9.456925,11.53527,2.378319,-0.636454,2.680993,-1.147307,0.226288,11.77471,3.19116,20.69227
2003-10,NA,2.854861,NA,6.950012,1.689298,1.144593,2.697615,10.41998,1.598982,2.067106,1.581154,7.306061,3.472401,1.134979,2.971491,NA,28.0446,2.32407,4.432468,14.00333,2.156061,7.002386,1.282042,1.579467,0.39869,1.126339,1.824827,1.918249,5.332232,9.525563,6.513138,2.013132,-0.818379,8.937194,4.046928,0.407384,1.20048,1.698656,2.485252,1.374848,32.78057,5.254116,6.381038,5.727203,2.512711,0.938853,0.340838,5.104793,2.163462,2.908564,1.366865,4.657345,24.63422,NA,17.14169,5.958785,3.13145,1.234927,5.819249,5.958477,-2.637061,7.181803,1.748534,35.4293,4.873006,6.253539,3.380153,2.420601,2.125,-2.666667,2.644788,13.76719,3.045248,-0.003487,6.470588,9.2113,3.669774,0.701234,NA,2.384656,3.760221,14.65281,NA,8.228196,-0.773921,0.594018,6.35285,-1.43048,1.700471,3.206722,3.948396,16.9753,-3.657271,0.466495,3.903593,1.142393,1.298796,NA,4.939599,NA,2.566407,3.228467,9.446794,0.759391,3.685866,-2.215827,23.52747,5.29865,1.949858,1.641414,5.685894,0.847086,3.530741,0.147329,1.301882,3.608813,1.216059,2.866128,9.910087,2.983862,NA,15.76625,13.2694,7.649559,0.718174,0.919628,0.647331,4.577575,NA,2.30423,NA,8.438645,9.894253,13.40958,9.534276,4.806621,1.250659,4.473393,5.425733,-8.356347,-1.465289,1.207176,16.37164,11.91757,3.6947,4.100391,20.53515,-0.233563,7.47803,11.19186,2.041943,1.869004,2.170938,0.990865,0.616199,12.08465,0.838658,20.82202
2003-11,NA,3.460789,NA,6.953684,2.659247,1.293087,2.590372,10.74376,1.864489,1.010707,2.7631,8.159018,5.095499,1.137025,2.175754,NA,26.88207,2.403697,3.263878,11.04593,0.43928,6.387107,-2.958251,1.476378,0.468277,0.934601,2.964225,0.93489,3.860506,5.23641,6.03961,2.716159,-2.043878,9.250584,3.97242,0.979448,1.203369,1.832927,2.449167,1.643563,40.42876,5.33522,5.924093,5.763715,2.691025,0.959899,0.452629,5.212336,2.278177,3.612817,1.334045,8.515546,23.77866,NA,16.88524,5.712647,3.340347,1.249858,5.761881,5.634121,-2.311497,7.229303,1.80422,35.3191,5.465008,5.381058,3.452789,2.197281,2.520381,-1.948843,2.645853,13.66571,3.516393,-0.497626,6.976744,9.235949,5.535022,0.535782,NA,2.90887,3.433456,13.62576,NA,6.958433,-0.498831,0.768275,5.939325,-1.093774,1.886048,3.575924,2.384629,16.88391,-2.161442,-2.56407,3.910975,1.666299,1.840797,NA,4.786263,NA,2.128589,3.298575,9.925086,1.04718,2.779122,-2.49392,20.97121,6.410236,1.997331,1.259446,6.043607,0.541791,4.243275,0.34798,1.880158,3.911079,1.577029,2.461752,9.877474,4.120598,NA,14.46398,12.58391,7.305562,0.517876,-0.505397,0.559682,4.086056,NA,2.577977,NA,8.341653,10.25377,13.08924,9.707499,5.011142,1.278036,4.668024,5.884252,-9.657803,-1.761568,1.919697,16.40246,13.04205,3.65005,4.467782,18.84008,-0.139942,6.145124,10.94516,1.928375,2.698726,2.482549,-1.754016,1.289926,13.48822,-1.359,18.56796
2003-12,NA,3.385154,NA,8.457884,1.73539,1.264453,3.429385,11.15945,1.746571,0.915525,3.131846,8.381115,5.576784,1.142328,2.365771,NA,25.6734,2.552583,3.951633,9.33102,0.308612,6.12127,-3.450546,2.068966,0.545121,1.099552,3.262752,-0.184893,2.650037,5.634489,6.384011,4.261818,-2.28634,9.841488,2.460669,0.991694,0.960384,1.841204,2.898571,1.371661,43.04218,4.129878,5.572306,6.399457,2.560006,1.016723,0.568311,4.100082,2.15311,3.35473,1.255217,6.850587,23.6483,NA,17.61442,5.901152,3.132351,1.658579,5.852416,5.127827,-1.967294,6.761028,1.64468,34.85339,5.559958,5.078431,3.859531,1.88291,2.741058,-1.95122,2.629651,13.82252,4.120002,-0.407858,7.183908,8.568232,5.341399,0.504339,NA,2.981741,3.438616,12.53589,NA,4.962904,-1.177802,0.480631,5.889968,-1.320012,2.136625,3.577926,1.910604,15.78822,-1.039727,-2.842035,3.890359,2.404973,2.365771,NA,4.447251,NA,2.437669,3.924417,9.970028,1.217233,2.599772,-1.452082,23.42829,6.495934,1.711404,0.499376,5.04211,-0.005284,5.528789,-0.001618,2.489448,3.922445,1.767644,2.385176,9.126995,3.861602,3.186191,14.1403,12.07307,7.609991,0.418572,-1.447036,0.745398,3.852831,NA,2.471237,2.068725,9.169447,10.21119,14.13156,9.082152,4.5666,1.243455,4.334956,6.684767,-11.03437,-1.823388,1.813618,13.91045,11.40632,3.018989,4.437552,18.13857,0.362404,6.030655,10.34281,2.035204,2.264771,2.968198,-2.908568,0.361941,13.53859,-1.584797,16.92242
